227	поэтому	поэтому	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#939.542#939.865
228	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#939.865#940.188
229	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#940.188#940.511
230	говорю	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#940.511#940.834
231	просто	просто	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#940.834#941.157
232	имейте	иметь	VERB	_	Aspect=Imp|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#941.157#941.48
233	ввиду	ввиду	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#941.48#941.803
234	что	что	PRON	_	Case=Acc	_	_	_	@vvp1934-words#@vvp1934#941.803#942.126
235	если	если	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#942.126#942.449
236	показать	показать	VERB	_	Aspect=Perf|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#942.449#942.772
237	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#942.772#943.095
238	лош...	лош...	PROPN	_	Animacy=Anim|Case=Dat|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#943.095#943.418
239	лошадиную	лошадиный	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#943.418#943.741
240	задницу	задница	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#943.741#944.064
241	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#944.064#944.387
242	каждый	каждый	DET	_	Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#944.387#944.71
243	день	день	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#944.71#945.033
244	на	на	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#945.033#945.356
245	экране	экран	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#945.356#945.679
246	её	она	PRON	_	Case=Gen|Gender=Fem|Number=Sing|Person=3	_	_	_	@vvp1934-words#@vvp1934#945.679#946.002
247	тоже	тоже	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#946.002#946.325
248	будут	быть	AUX	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#946.325#946.648
249	узнавать	узнавать	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#946.648#946.971
250	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#946.971#947.294
251	потом	потом	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#947.294#947.617
252	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#947.617#947.94
253	же	же	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#947.94#948.263
254	забудут	забыть	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=3|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#948.263#948.6
255	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#949.0#949.4
256	другое	другой	ADJ	_	Case=Nom|Degree=Pos|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#949.4#949.8
257	дело	дело	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#949.8#950.2
258	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#950.2#950.6
259	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#950.6#951.0
260	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#951.0#951.4
261	сочиняете	сочиняет	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#951.4#951.8
262	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#951.8#952.2
263	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#952.2#952.6
264	пишете	писать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#952.6#953.0
265	песни	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#953.0#953.4
266	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#953.4#953.8
267	аа	а	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#953.8#954.2
268	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#954.2#954.6
269	ии	ия	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#954.6#955.0
270	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#955.0#955.4
271	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#955.4#955.8
272	всегда	всегда	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#955.8#956.2
273	думаю	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#956.2#956.6
274	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#956.6#957.0
275	аа	а	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#957.0#957.4
276	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#957.4#957.8
277	о	о	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#957.8#958.2
278	том	то	PRON	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#958.2#958.6
279	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#958.6#959.0
280	говорили	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#959.0#959.4
281	древние	древний	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#959.4#959.8
282	римляни	римляня	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#959.8#960.2
283	ars	ars	X	_	Foreign=Yes	_	_	_	@vvp1934-words#@vvp1934#960.2#960.6
284	longa	longa	X	_	Foreign=Yes	_	_	_	@vvp1934-words#@vvp1934#960.6#961.0
285	vita	vita	X	_	Foreign=Yes	_	_	_	@vvp1934-words#@vvp1934#961.0#961.4
286	brevis	brevis	X	_	Foreign=Yes	_	_	_	@vvp1934-words#@vvp1934#961.4#961.8
287	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#961.8#962.2
288	да?	да?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#962.2#962.6
289	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#962.6#963.0
290	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#963.0#963.4
291	вечно	вечный	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#963.4#963.8
292	жизнь	жизнь	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#963.8#964.2
293	коротка	коротко	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#964.2#964.6
294	как	как	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#965.4#965.9
295	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#965.9#966.4
296	думаете	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#966.4#966.9
297	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#966.9#967.4
298	аа	а	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#967.4#967.9
299	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#967.9#968.4
300	и	и	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#968.4#968.9
301	вообще	вообще	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#968.9#969.4
302	думаете	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#969.4#969.9
303	ли	ли	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#969.9#970.4
304	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#970.4#970.9
305	об	о	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#970.9#971.4
306	этом?	этом?	SYM	_	_	_	_	_	@vvp1934-words#@vvp1934#971.4#971.9
307	аа	ао	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#972.9#973.0
308	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#973.0#973.1
309	[нрзб]	[нрзб]	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#973.1#973.2
310	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#973.7#973.99
311	нет	нет	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#973.99#974.28
312	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#974.28#974.57
313	думаете	думать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#974.57#974.86
314	ли	ли	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#974.86#975.15
315	что	что	PRON	_	Case=Nom	_	_	_	@vvp1934-words#@vvp1934#975.15#975.44
316	вас	вы	PRON	_	Case=Acc|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#975.44#975.73
317	запомнят	запомнить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#975.73#976.02
318	или	или	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#976.02#976.31
319	нет	нет	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#976.31#976.6
320	не	не	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#977.4#977.6
321	думаете?	думаете?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#977.6#977.8
322	не	не	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#979.7#979.89
323	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#979.89#980.08
324	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#980.08#980.27
325	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#980.27#980.46
326	в	в	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#980.46#980.65
327	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#980.65#980.84
328	верю	верить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#980.84#981.03
329	что	что	PRON	_	Case=Acc	_	_	_	@vvp1934-words#@vvp1934#981.03#981.22
330	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#981.22#981.41
331	искренне	искренне	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#981.41#981.6
332	говорите	говорить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#981.6#981.8
333	да	да	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#982.7#982.9
334	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#984.9#985.179
335	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#985.179#985.458
336	то	то	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#985.458#985.737
337	чем	что	PRON	_	Case=Ins	_	_	_	@vvp1934-words#@vvp1934#985.737#986.016
338	занимаетесь	заниматься	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934-words#@vvp1934#986.016#986.295
339	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#986.295#986.574
340	это	это	DET	_	Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#986.574#986.853
341	искусство	искусство	NOUN	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#986.853#987.132
342	с	с	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#987.132#987.411
343	вашей	ваш	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#987.411#987.69
344	точки	точка	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#987.69#987.969
345	зрения?	зрения?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#987.969#988.25
346	угу	уга	NOUN	_	Animacy=Anim|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#999.5#999.9
347	чуть-чуть	чуть-чуть	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1009.9#1010.483
348	сменим	смений	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#1010.483#1011.066
349	ракурс	ракурс	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1011.066#1011.65
350	несколько	несколько	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@vvp1934-words#@vvp1934#1012.0#1012.263
351	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@vvp1934-words#@vvp1934#1012.263#1012.526
352	тому	то	PRON	_	Animacy=Inan|Case=Dat|Gender=Neut|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1012.526#1012.789
353	назад	назад	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1012.789#1013.052
354	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#1013.052#1013.315
355	решили	решить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#1013.315#1013.578
356	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1013.578#1013.841
357	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1013.841#1014.104
358	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#1014.104#1014.367
359	надо	надо	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1014.367#1014.63
360	учиться	учиться	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Mid	_	_	_	@vvp1934-words#@vvp1934#1014.63#1014.9
361	да	да	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1017.6#1017.75
362	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1017.75#1017.9
363	да	да	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1017.9#1018.05
364	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1018.05#1018.2
365	но	но	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1018.2#1018.35
366	всё-таки	все-таки	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1018.35#1018.5
367	и	и	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1018.9#1019.322
368	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#1019.322#1019.744
369	поступили	поступить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#1019.744#1020.166
370	на	на	ADP	_	_	_	_	_	@vvp1934-words#@vvp1934#1020.166#1020.588
371	философский	философский	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1020.588#1021.01
372	факультет	факультет	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1021.01#1021.432
373	Московского	московский	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1021.432#1021.854
374	Государственного	государственный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1021.854#1022.276
375	Университета	университет	PROPN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1022.276#1022.698
376	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1022.698#1023.12
377	окончили?	окончили?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1023.12#1023.55
378	сколько?	сколько?	SYM	_	_	_	_	_	@vvp1934-words#@vvp1934#1027.0#1027.599
379	один	один	NUM	_	Case=Nom|Gender=Masc	_	_	_	@vvp1934-words#@vvp1934#1028.65#1028.983
380	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1028.983#1029.316
381	#цокает#	#цокает#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1029.316#1029.649
382	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1029.649#1029.982
383	потому	потому	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1029.982#1030.315
384	что?	что?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1030.315#1030.65
385	да	да	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1037.4#1037.65
386	и	и	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1043.25#1043.625
387	#одновременно#	#одновременно#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1043.625#1044.0
388	и	и	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1044.65#1044.933
389	не	не	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1044.933#1045.216
390	вернулись	вернуться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@vvp1934-words#@vvp1934#1045.216#1045.5
391	а	а	CCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1048.15#1048.45
392	да?	да?	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1048.45#1048.75
393	да	да	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1058.6#1059.35
394	да	да	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1066.1#1066.3
395	неужели	неужели	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1072.1#1072.483
396	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@vvp1934-words#@vvp1934#1072.483#1072.866
397	мне	я	PRON	_	Case=Dat|Number=Sing|Person=1	_	_	_	@vvp1934-words#@vvp1934#1072.866#1073.249
398	скажите	сказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Plur|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@vvp1934-words#@vvp1934#1073.249#1073.632
399	что	что	SCONJ	_	_	_	_	_	@vvp1934-words#@vvp1934#1073.632#1074.015
400	они	они	PRON	_	Case=Nom|Number=Plur|Person=3	_	_	_	@vvp1934-words#@vvp1934#1074.015#1074.398
401	не	не	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1074.398#1074.781
402	очень	очень	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1074.781#1075.164
403	#одновременно#	#одновременно#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1075.164#1075.55
404	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1077.4#1077.9
405	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1080.3#1080.6
406	естественно	естественный	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1081.4#1081.9
407	так	так	ADV	_	Degree=Pos	_	_	_	@vvp1934-words#@vvp1934#1086.8#1087.1
408	#цокает#	#цокает#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@vvp1934-words#@vvp1934#1097.2#1097.4
409	/	/	PUNCT	_	_	_	_	_	@vvp1934-words#@vvp1934#1097.4#1097.6
410	ну	ну	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1097.6#1097.8
411	да	да	PART	_	_	_	_	_	@vvp1934-words#@vvp1934#1097.8#1098.0
412	ну	ну	PART	_	_	_	_	_	@ztr1976-words#@ztr1976#797.2#797.488
413	лучшие	лучший	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@ztr1976-words#@ztr1976#797.488#797.776
414	песни	песня	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Plur	_	_	_	@ztr1976-words#@ztr1976#797.776#798.064
415	получаются	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ztr1976-words#@ztr1976#798.064#798.352
416	когда	когда	SCONJ	_	_	_	_	_	@ztr1976-words#@ztr1976#798.352#798.64
417	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@ztr1976-words#@ztr1976#798.64#798.928
418	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@ztr1976-words#@ztr1976#798.928#799.216
419	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#799.216#799.504
420	когда	когда	SCONJ	_	_	_	_	_	@ztr1976-words#@ztr1976#799.504#799.792
421	к	к	ADP	_	_	_	_	_	@ztr1976-words#@ztr1976#799.792#800.08
422	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@ztr1976-words#@ztr1976#800.08#800.368
423	приходит	приходить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ztr1976-words#@ztr1976#800.368#800.656
424	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#800.656#800.944
425	ээ	ээ	INTJ	_	_	_	_	_	@ztr1976-words#@ztr1976#800.944#801.232
426	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#801.232#801.52
427	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@ztr1976-words#@ztr1976#801.52#801.808
428	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#801.808#802.096
429	э	эра	INTJ	_	_	_	_	_	@ztr1976-words#@ztr1976#802.096#802.384
430	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#802.384#802.672
431	мелодическая	мелодический	ADJ	_	Case=Nom|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#802.672#802.96
432	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#802.96#803.248
433	строчка	строчка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#803.248#803.536
434	вместе	вместе	ADV	_	Degree=Pos	_	_	_	@ztr1976-words#@ztr1976#803.536#803.824
435	с	с	ADP	_	_	_	_	_	@ztr1976-words#@ztr1976#803.824#804.112
436	текстом	текст	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#804.112#804.4
437	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#805.0#805.295
438	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ztr1976-words#@ztr1976#805.295#805.59
439	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ztr1976-words#@ztr1976#805.59#805.885
440	одна	один	NUM	_	Case=Nom|Gender=Fem	_	_	_	@ztr1976-words#@ztr1976#805.885#806.18
441	строчка	строчка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#806.18#806.475
442	/	/	PUNCT	_	_	_	_	_	@ztr1976-words#@ztr1976#806.475#806.77
443	ну	ну	PART	_	_	_	_	_	@ztr1976-words#@ztr1976#806.77#807.065
444	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@ztr1976-words#@ztr1976#807.065#807.36
445	быть	быть	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@ztr1976-words#@ztr1976#807.36#807.655
446	сразу	сразу	ADV	_	Degree=Pos	_	_	_	@ztr1976-words#@ztr1976#807.655#807.95
447	четыре	четыре	NUM	_	Animacy=Inan|Case=Acc	_	_	_	@ztr1976-words#@ztr1976#807.95#808.25
448	#цокает#	#цокает#	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@ztr1976-words#@ztr1976#809.7#809.947
449	и	и	CCONJ	_	_	_	_	_	@ztr1976-words#@ztr1976#809.947#810.194
450	получаются	получаться	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=3|Tense=Pres|VerbForm=Fin|Voice=Mid	_	_	_	@ztr1976-words#@ztr1976#810.194#810.441
451	лучшие	лучший	ADJ	_	Case=Nom|Degree=Pos|Number=Plur	_	_	_	@ztr1976-words#@ztr1976#810.441#810.688
